Elapsedtime,r,g,b,bpm
0:00:11.289417,0,0,0,
0:00:11.303321,0,0,0,
0:00:11.317586,0,0,0,
0:00:11.331870,0,0,0,
0:00:11.346766,0,0,0,
0:00:11.361251,0,0,0,
0:00:11.375820,0,0,0,
0:00:11.389778,0,0,0,
0:00:11.403770,0,0,0,
0:00:11.417280,0,0,0,
0:00:11.431977,0,0,0,
0:00:11.446082,0,0,0,
0:00:11.460069,0,0,0,
0:00:11.475059,0,0,0,
0:00:11.489328,0,0,0,
0:00:11.503687,0,0,0,
0:00:11.518063,0,0,0,
0:00:11.532172,0,0,0,
0:00:11.546136,0,0,0,
0:00:11.559467,0,0,0,
0:00:11.572960,0,0,0,
0:00:11.586165,0,0,0,
0:00:11.600095,0,0,0,
0:00:11.613202,0,0,0,
0:00:11.627162,0,0,0,
0:00:11.640165,0,0,0,
0:00:11.654335,0,0,0,
0:00:11.668299,0,0,0,
0:00:11.681506,0,0,0,
0:00:11.695480,0,0,0,
0:00:11.708574,0,0,0,
0:00:11.721872,0,0,0,
0:00:11.735100,0,0,0,
0:00:11.748459,0,0,0,
0:00:11.762984,0,0,0,
0:00:11.777363,0,0,0,
0:00:11.792527,0,0,0,
0:00:11.807545,0,0,0,
0:00:11.820541,0,0,0,
0:00:11.833565,0,0,0,
0:00:11.847572,0,0,0,
0:00:11.861805,0,0,0,
0:00:11.875056,0,0,0,
0:00:11.887068,0,0,0,
0:00:11.901033,0,0,0,
0:00:11.913936,0,0,0,
0:00:11.928934,0,0,0,
0:00:11.942209,0,0,0,
0:00:11.956483,0,0,0,
0:00:11.969880,0,0,0,
0:00:11.983600,0,0,0,
0:00:11.996862,0,0,0,74
0:00:12.010740,0,0,0,74
0:00:12.023943,0,0,0,74
0:00:12.037955,0,0,0,74
0:00:12.052342,0,0,0,74
0:00:12.067309,0,0,0,74
0:00:12.078275,0,0,0,74
0:00:12.089233,0,0,0,74
0:00:12.101197,0,0,0,74
0:00:12.112492,0,0,0,74
0:00:12.125458,0,0,0,74
0:00:12.137428,0,0,0,74
0:00:12.150055,0,0,0,74
0:00:12.163068,0,0,0,74
0:00:12.176076,0,0,0,74
0:00:12.189058,0,0,0,74
0:00:12.204170,0,0,0,74
0:00:12.218251,0,0,0,74
0:00:12.232400,0,0,0,74
0:00:12.247504,0,0,0,74
0:00:12.262410,0,0,0,74
0:00:12.276400,0,0,0,74
0:00:12.291847,0,0,0,74
0:00:12.306048,0,0,0,74
0:00:12.320479,0,0,0,74
0:00:12.334695,0,0,0,74
0:00:12.349658,0,0,0,74
0:00:12.363035,0,0,0,74
0:00:12.375553,0,0,0,74
0:00:12.388421,0,0,0,74
0:00:12.402386,0,0,0,74
0:00:12.416377,0,0,0,74
0:00:12.428344,0,0,0,74
0:00:12.441303,0,0,0,74
0:00:12.453523,0,0,0,74
0:00:12.466006,0,0,0,74
0:00:12.479273,0,0,0,74
0:00:12.491273,0,0,0,74
0:00:12.504540,0,0,0,74
0:00:12.518554,0,0,0,74
0:00:12.530991,0,0,0,74
0:00:12.543292,0,0,0,74
0:00:12.556332,0,0,0,74
0:00:12.568330,0,0,0,74
0:00:12.580298,0,0,0,74
0:00:12.594301,0,0,0,74
0:00:12.607698,0,0,0,74
0:00:12.621627,0,0,0,74
0:00:12.635362,0,0,0,74
0:00:12.649141,0,0,0,74
0:00:12.662144,0,0,0,74
0:00:12.676021,0,0,0,74
0:00:12.690015,0,0,0,74
0:00:12.703525,0,0,0,73
0:00:12.717461,0,0,0,73
0:00:12.731691,0,0,0,73
0:00:12.746918,0,0,0,73
0:00:12.761163,0,0,0,73
0:00:12.775090,0,0,0,73
0:00:12.789267,0,0,0,73
0:00:12.803270,0,0,0,73
0:00:12.816579,0,0,0,73
0:00:12.829770,0,0,0,73
0:00:12.844008,0,0,0,73
0:00:12.858339,0,0,0,73
0:00:12.871993,0,0,0,73
0:00:12.885127,0,0,0,73
0:00:12.898787,0,0,0,73
0:00:12.911752,0,0,0,73
0:00:12.925993,0,0,0,73
0:00:12.941001,0,0,0,73
0:00:12.952965,0,0,0,73
0:00:12.963942,0,0,0,73
0:00:12.976199,0,0,0,73
0:00:12.989164,0,0,0,73
0:00:13.003122,0,0,0,73
0:00:13.017086,0,0,0,73
0:00:13.032044,0,0,0,73
0:00:13.047003,0,0,0,73
0:00:13.060966,0,0,0,73
0:00:13.073932,0,0,0,73
0:00:13.087894,0,0,0,73
0:00:13.101968,0,0,0,73
0:00:13.116034,0,0,0,73
0:00:13.130384,0,0,0,73
0:00:13.145371,0,0,0,73
0:00:13.159860,0,0,0,73
0:00:13.174140,0,0,0,73
0:00:13.189136,0,0,0,73
0:00:13.201111,0,0,0,73
0:00:13.212107,0,0,0,73
0:00:13.226096,0,0,0,73
0:00:13.240207,0,0,0,73
0:00:13.255344,0,0,0,73
0:00:13.270715,0,0,0,73
0:00:13.285711,0,0,0,73
0:00:13.299647,0,0,0,73
0:00:13.314170,0,0,0,73
0:00:13.328401,0,0,0,73
0:00:13.342869,0,0,0,73
0:00:13.356258,0,0,0,73
0:00:13.370221,0,0,0,73
0:00:13.383525,0,0,0,73
0:00:13.397567,0,0,0,73
0:00:13.410579,0,0,0,73
0:00:13.424542,0,0,0,73
0:00:13.437455,0,0,0,7
0:00:13.451436,0,0,0,3
0:00:13.465624,0,0,0,3
0:00:13.479619,0,0,0,3
0:00:13.492977,0,0,0,3
0:00:13.506942,0,0,0,3
0:00:13.520434,0,0,0,3
0:00:13.534151,0,0,0,3
0:00:13.547765,0,0,0,3
0:00:13.561371,0,0,0,3
0:00:13.574906,0,0,0,3
0:00:13.588913,0,0,0,3
0:00:13.600880,0,0,0,3
0:00:13.612847,0,0,0,3
0:00:13.624860,0,0,0,3
0:00:13.639793,0,0,0,3
0:00:13.653867,0,0,0,3
0:00:13.669308,0,0,0,3
0:00:13.682805,0,0,0,3
0:00:13.697503,0,0,0,3
0:00:13.711466,0,0,0,3
0:00:13.724283,0,0,0,3
0:00:13.738106,0,0,0,3
0:00:13.751361,0,0,0,3
0:00:13.764498,0,0,0,3
0:00:13.779117,0,0,0,3
0:00:13.794409,0,0,0,3
0:00:13.808403,0,0,0,3
0:00:13.822263,0,0,0,3
0:00:13.836412,0,0,0,3
0:00:13.850376,0,0,0,3
0:00:13.863345,0,0,0,3
0:00:13.876338,0,0,1,3
0:00:13.891298,0,0,1,3
0:00:13.906294,0,0,1,3
0:00:13.920676,0,0,1,3
0:00:13.935690,0,0,1,3
0:00:13.947643,0,0,1,3
0:00:13.958619,0,0,1,3
0:00:13.971860,0,0,1,3
0:00:13.986064,0,0,1,3
0:00:13.999224,0,0,1,3
0:00:14.013162,0,0,1,3
0:00:14.027154,0,0,1,3
0:00:14.042114,0,0,0,3
0:00:14.056226,0,0,0,3
0:00:14.070568,0,0,0,3
0:00:14.085467,0,0,0,3
0:00:14.100459,0,0,0,3
0:00:14.114570,0,0,0,3
0:00:14.129697,0,0,0,3
0:00:14.144191,0,0,0,3
0:00:14.159183,0,0,0,3
0:00:14.174164,0,0,0,73
0:00:14.188255,0,0,0,73
0:00:14.203460,0,0,0,73
0:00:14.218539,0,0,0,73
0:00:14.231875,0,0,0,73
0:00:14.246394,0,0,0,73
0:00:14.260618,0,0,0,73
0:00:14.273871,0,0,0,73
0:00:14.287395,0,0,0,73
0:00:14.301516,0,0,0,73
0:00:14.315356,0,0,0,73
0:00:14.329190,0,0,0,73
0:00:14.344177,0,0,1,73
0:00:14.355270,0,0,1,73
0:00:14.367238,0,0,1,73
0:00:14.379211,0,0,1,73
0:00:14.391466,0,0,1,73
0:00:14.405640,0,0,1,73
0:00:14.419721,0,0,1,73
0:00:14.434318,0,0,1,73
0:00:14.448428,0,0,1,73
0:00:14.463631,0,0,1,73
0:00:14.478717,0,0,1,73
0:00:14.493119,0,0,1,73
0:00:14.508558,0,0,1,73
0:00:14.522233,0,0,0,73
0:00:14.537053,0,0,0,73
0:00:14.551170,0,0,0,73
0:00:14.566099,0,0,0,73
0:00:14.580132,0,0,0,73
0:00:14.594512,0,0,0,73
0:00:14.608658,0,0,0,73
0:00:14.621745,0,0,0,73
0:00:14.636816,0,0,0,73
0:00:14.650796,0,0,0,73
0:00:14.664897,0,0,0,73
0:00:14.679056,0,0,0,73
0:00:14.693911,0,0,0,73
0:00:14.708035,0,0,0,73
0:00:14.723056,0,0,0,73
0:00:14.738148,0,0,0,73
0:00:14.750350,0,0,0,73
0:00:14.761325,0,0,0,73
0:00:14.773296,0,0,0,73
0:00:14.784257,0,0,0,73
0:00:14.798043,0,0,1,73
0:00:14.812092,0,0,1,73
0:00:14.827050,0,0,1,73
0:00:14.841039,0,0,1,73
0:00:14.855528,0,0,1,73
0:00:14.870491,0,0,1,73
0:00:14.884799,0,0,1,7
0:00:14.898763,0,0,1,3
0:00:14.912764,0,0,1,3
0:00:14.927752,0,0,1,3
0:00:14.942648,0,0,1,3
0:00:14.957025,0,0,1,3
0:00:14.971986,0,0,1,3
0:00:14.982948,0,0,1,3
0:00:14.993972,0,0,0,3
0:00:15.004975,0,0,0,3
0:00:15.017160,0,0,0,3
0:00:15.030162,0,0,0,3
0:00:15.042435,0,0,0,3
0:00:15.056510,0,0,0,3
0:00:15.069496,0,0,0,3
0:00:15.083022,0,0,0,3
0:00:15.095954,0,0,0,3
0:00:15.108920,0,0,0,3
0:00:15.122915,0,0,0,3
0:00:15.136877,0,0,0,3
0:00:15.149842,0,0,0,3
0:00:15.164933,0,0,0,3
0:00:15.179202,0,0,0,3
0:00:15.194105,0,0,0,3
0:00:15.208345,0,0,0,3
0:00:15.223102,0,0,0,3
0:00:15.238240,0,0,0,3
0:00:15.253652,0,0,0,3
0:00:15.267803,0,0,0,3
0:00:15.281852,0,0,0,3
0:00:15.295813,0,0,0,3
0:00:15.310813,0,0,0,3
0:00:15.322779,0,0,0,3
0:00:15.334785,0,0,0,3
0:00:15.345808,0,0,0,3
0:00:15.356735,0,0,0,3
0:00:15.367708,0,0,0,3
0:00:15.379917,0,0,0,3
0:00:15.393880,0,0,0,3
0:00:15.407108,0,0,0,3
0:00:15.420076,0,0,0,3
0:00:15.433077,0,0,0,3
0:00:15.446304,0,0,0,3
0:00:15.460619,0,0,0,3
0:00:15.474266,0,0,0,3
0:00:15.487277,0,0,0,3
0:00:15.499284,0,0,0,3
0:00:15.510290,0,0,0,3
0:00:15.522231,0,0,0,3
0:00:15.535160,0,0,0,3
0:00:15.549408,0,0,0,3
0:00:15.564743,0,0,0,3
0:00:15.579541,0,0,0,3
0:00:15.594036,0,0,0,73
0:00:15.608254,0,0,0,73
0:00:15.621762,0,0,0,73
0:00:15.635731,0,0,0,73
0:00:15.649719,0,0,0,73
0:00:15.663681,0,0,0,73
0:00:15.677852,0,0,0,73
0:00:15.692964,0,0,0,73
0:00:15.707125,0,0,0,73
0:00:15.721425,0,0,0,73
0:00:15.736043,0,0,0,73
0:00:15.751117,0,0,0,73
0:00:15.765398,0,0,0,73
0:00:15.779367,0,0,0,73
0:00:15.792328,0,0,0,73
0:00:15.803301,0,0,0,73
0:00:15.815254,0,0,0,73
0:00:15.829245,0,0,0,73
0:00:15.844344,0,0,0,73
0:00:15.859708,0,0,0,73
0:00:15.874830,0,0,0,73
0:00:15.889787,0,0,0,73
0:00:15.904265,0,0,0,73
0:00:15.918676,0,0,0,73
0:00:15.932898,0,0,0,73
0:00:15.946979,0,0,0,73
0:00:15.961198,0,0,0,73
0:00:15.975158,0,0,0,73
0:00:15.988172,0,0,0,73
0:00:16.001441,0,0,0,73
0:00:16.015589,0,0,0,73
0:00:16.029617,0,0,0,73
0:00:16.042594,0,0,0,73
0:00:16.056675,0,0,0,73
0:00:16.069588,0,0,0,73
0:00:16.083581,0,0,0,73
0:00:16.097798,0,0,0,73
0:00:16.112435,0,0,0,73
0:00:16.125696,0,0,0,73
0:00:16.140745,0,0,0,73
0:00:16.155838,0,0,0,73
0:00:16.170074,0,0,0,73
0:00:16.183431,0,0,0,73
0:00:16.198027,0,0,0,73
0:00:16.212011,0,0,0,73
0:00:16.226073,0,0,0,73
0:00:16.239336,0,0,0,73
0:00:16.253340,0,0,0,73
0:00:16.267242,0,0,0,73
0:00:16.282202,0,0,0,73
0:00:16.296164,0,0,0,73
0:00:16.310171,0,0,0,73
0:00:16.324353,0,0,0,73
0:00:16.339314,0,0,0,73
0:00:16.353276,0,0,0,73
0:00:16.367238,0,0,0,73
0:00:16.382196,0,0,0,73
0:00:16.397183,0,0,0,73
0:00:16.411151,0,0,0,73
0:00:16.426111,0,0,0,73
0:00:16.440074,0,0,0,73
0:00:16.455033,0,0,0,73
0:00:16.468995,0,0,0,73
0:00:16.483212,0,0,0,73
0:00:16.498246,0,0,0,73
0:00:16.512492,0,0,0,73
0:00:16.526726,0,0,0,73
0:00:16.540706,0,0,0,73
0:00:16.554801,0,0,0,73
0:00:16.568896,0,0,0,73
0:00:16.583852,0,0,0,73
0:00:16.597814,0,0,0,73
0:00:16.612775,0,0,0,73
0:00:16.624742,0,0,0,73
0:00:16.639701,0,0,0,73
0:00:16.653663,0,0,0,73
0:00:16.668623,0,0,0,73
0:00:16.682692,0,0,0,73
0:00:16.694658,0,0,0,73
0:00:16.707585,0,0,0,73
0:00:16.720575,0,0,0,73
0:00:16.734679,0,0,0,73
0:00:16.748758,0,0,0,73
0:00:16.763273,0,0,0,73
0:00:16.776312,0,0,0,73
0:00:16.787279,0,0,0,73
0:00:16.800237,0,0,0,73
0:00:16.814220,0,0,0,73
0:00:16.828183,0,0,0,73
0:00:16.842146,0,0,0,73
0:00:16.857971,0,0,0,73
0:00:16.872642,0,0,0,73
0:00:16.887624,0,0,0,73
0:00:16.901660,0,0,0,73
0:00:16.916632,0,0,0,73
0:00:16.930610,0,0,0,73
0:00:16.945571,0,0,0,73
0:00:16.959569,0,0,0,73
0:00:16.973896,0,0,0,73
0:00:16.988699,0,0,0,73
0:00:17.001997,0,0,0,74
0:00:17.016253,0,0,0,74
0:00:17.030426,0,0,0,74
0:00:17.043210,0,0,0,74
0:00:17.057527,0,0,0,74
0:00:17.070491,0,0,0,74
0:00:17.083450,0,0,0,74
0:00:17.096413,0,0,0,74
0:00:17.110662,0,0,0,74
0:00:17.125914,0,0,0,74
0:00:17.140626,0,0,0,74
0:00:17.154926,0,0,0,74
0:00:17.170187,0,0,0,74
0:00:17.184365,0,0,0,74
0:00:17.198137,0,0,0,74
0:00:17.212433,0,0,0,74
0:00:17.225295,0,0,0,74
0:00:17.240254,0,0,0,74
0:00:17.254233,0,0,0,74
0:00:17.268384,0,0,0,74
0:00:17.283403,0,0,0,74
0:00:17.298387,0,0,0,74
0:00:17.312454,0,0,0,74
0:00:17.327433,0,0,0,74
0:00:17.341399,0,0,0,74
0:00:17.356536,0,0,0,74
0:00:17.369499,0,0,0,74
0:00:17.381470,0,0,0,74
0:00:17.395409,0,0,0,74
0:00:17.409667,0,0,0,74
0:00:17.424628,0,0,0,74
0:00:17.438620,0,0,0,74
0:00:17.453597,0,0,0,74
0:00:17.467559,0,0,0,74
0:00:17.481945,0,0,0,74
0:00:17.496794,0,0,0,74
0:00:17.511578,0,0,0,74
0:00:17.525540,0,0,0,74
0:00:17.540624,0,0,0,74
0:00:17.556148,0,0,0,74
0:00:17.569289,0,0,0,74
0:00:17.583419,0,0,0,74
0:00:17.598615,0,0,0,74
0:00:17.610562,0,0,0,74
0:00:17.621526,0,0,0,74
0:00:17.634487,0,0,0,74
0:00:17.647452,0,0,0,74
0:00:17.661532,0,0,0,75
0:00:17.675788,0,0,0,75
0:00:17.689821,0,0,0,75
0:00:17.703795,0,0,0,75
0:00:17.715766,0,0,0,75
0:00:17.726739,0,0,0,75
0:00:17.737941,0,0,0,75
0:00:17.751895,0,0,0,75
0:00:17.766993,0,0,0,75
0:00:17.781308,0,0,0,75
0:00:17.795534,0,0,0,75
0:00:17.810050,0,0,0,75
0:00:17.824256,0,0,0,75
0:00:17.838484,0,0,0,75
0:00:17.852516,0,0,0,75
0:00:17.866520,0,0,0,75
0:00:17.880512,0,0,0,75
0:00:17.894684,0,0,0,75
0:00:17.908769,0,0,0,75
0:00:17.922015,0,0,0,75
